id,text,sentiment
216,Catching up on my #GOPDebate @LindseyGrahamSC what a childish &amp; cheap move to call out @billclinton &amp; @HillaryClinton on a 17 year old story,Negative
217,"RT @TomHall: The only thing that could've made last night's #GOPDebate more amusing would have been:

#CowBells!

#MoreCowBells http://t.co…",Neutral
218,RT @kesgardner: All Ted Cruz does is attack other Republicans. #GOPDebate,Negative
219,"RT @GovernorPerry: ICYMI: Not just no, but ""hell no"" to the #IranDeal! #GOPDebate #Perry2016 #tcot https://t.co/KqhJdJCGWS",Negative
220,RT @FrankConniff: Hard to say who won the #GOPDebate - Bernie or Hillary?,Neutral
221,"RT @larhunter: If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate",Negative
222,RT @CarlyFiorina: Can you chip in $3 to keep the momentum going? #GOPdebate #Carly2016 https://t.co/W3mtcmR7Ze,Neutral
223,RT @cenkuygur: Chris Christie just said you have to work two more years before retiring.And that you'll get tens of thousands less you paid…,Negative
224,"RT @JohnKasich: John Kasich is ready to lead. Join the team, Claire!: http://t.co/dy8KnZ122T 

#GOPDebate https://t.co/KnWmIDeqtY",Positive
225,RT @edwrather: The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate,Negative
226,"RT @WhitneyNeal: Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDeb…",Negative
227,On my way to the studio -- about to appear on @CNN to discuss last night's #GOPDebate. Tune in!,Neutral
228,RT @Blkfeminst: I honestly think sometimes these guys forgot they came from wombs too. #KKKorGOP #GOPDebate  https://t.co/FO3a6DXflf,Negative
229,"RT @GrnEyedMandy: Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParen…",Negative
230,"RT @AmandaJoGomez: Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*",Neutral
231,"RT @IcarusPundit: Donald Trump’s closing statement is every dinner conversation had at The Villages, ever. #GOPDebate",Negative
232,"RT @TheXclass: ""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate",Negative
233,"At the #GOPDebate, we saw the candidates completely miss the mark on race &amp; #BlackLivesMatter
http://t.co/K9nhdpUE32 http://t.co/hlcqpXJzru",Negative
234,RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,Negative
235,RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate,Neutral
236,@ChuckNellis @FoxNews You got that right! #GOPDebate,Negative
237,"RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate",Negative
238,So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!,Positive
239,"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition.",Neutral
240,Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz,Negative
241,"RT @tommychong: Are any of these dudes for the legalization of marijuana, or what? #GOPDebate",Neutral
242,"RT @CBeresniova: What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run…",Neutral
243,RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t…,Negative
244,RT @DamienFahey: “I french-kissed Jesus Christ!” - Every candidate #GOPDebate,Negative
245,#GOPDebate #Closingstatements @GovMikeHuckabee just be honest. u were defs talking about @realDonaldTrump coz he's stealing ur schtick,Negative
246,"When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate",Negative
247,RT @kesgardner: Trump is a lunatic. #GOPDebate,Negative
248,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
249,"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate",Negative
250,RT @BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie,Positive
251,RT @SouthernHomo: Olivia Pope would not vote for any of these guys #GOPDebate,Negative
252,All #GOP candidates want to reduce taxes while #Huckabee wants to legalize prostitution and drugs so we can tax it. #GOPDebate,Negative
253,"RT @kesgardner: Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #…",Negative
254,RT @JosephKapsch: And then hillaryclinton @barackobama joebiden were all... #GOPDebate https://t.co/yi4qnS3Hzh,Neutral
255,#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x,Positive
256,RT @BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie,Negative
257,RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need …,Negative
258,Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N,Negative
259,"funniest line coming fr #republican 'People are frustrated, they’re fed up, they don’t think the government’s working for them' #gopdebate",Neutral
260,And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate,Negative
261,"""@thehill: Top GOP pundits pick their #GOPdebate winners: http://t.co/QPvJu6p7sz http://t.co/JCDu5qzjnj""
Winners...Fox News
Losers...USA",Negative
262,RT @DykstraDame: Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http…,Negative
263,RT @DanScavino: .@MegynKelly trying 2show up @realDonaldTrump w @FoxNews. Trying 2take him down. Trying 2destroy him. Not happening. #Kelly…,Negative
264,RT @gov: Most-Tweeted #GOPDebate moment for @RealBenCarson: saying he wouldn't publicize to the world his answer on waterboarding.,Negative
265,I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.,Negative
266,Passion of the #GOPDebate #ReligiousUpaMovie,Positive
267,"RT @NRO: ""@marcorubio got the best reviews, and deserved them."" Read more of our #NREditorial recap of the #GOPDebate ---&gt; http://t.co/sTzw…",Positive
268,RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of #GOPDebate,Neutral
269,RT @kesgardner: Brutal question to the AssClown from Megan Kelly. The lesson here: be careful what you tweet on Twitter! #GOPDebate,Positive
270,RT @TUSK81: Democrats watching this #GOPDebate http://t.co/sZiCSLm7kM,Neutral
271,Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate,Negative
272,Best closing statement: @RealBenCarson #GOPDebate,Positive
273,"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/…",Positive
274,"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vagin…",Negative
275,The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O,Neutral
276,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate,Negative
277,RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate,Negative
278,RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn,Positive
279,I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD,Neutral
280,"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate",Negative
281,"RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP",Neutral
282,@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS,Positive
283,RT @k_mcq: I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.c…,Negative
284,RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d,Positive
285,the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH,Negative
286,"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOP…",Negative
287,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,Positive
288,"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#…",Negative
289,RT @Auntcol54: Keep religion out of politics! #GOPDebate,Negative
290,"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate",Neutral
291,"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.",Negative
292,RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate,Positive
293,RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,Neutral
294,“@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed,Negative
295,Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame,Negative
296,"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar",Negative
297,RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,Negative
298,"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""",Neutral
299,"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate",Negative
300,"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate",Neutral
301,RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny …,Negative
302,Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts,Negative
303,RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedy’s 1965 Immigration and Nationality Act. #G…,Negative
304,RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9,Neutral
305,RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate,Negative
306,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain,Positive
307,RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....,Positive
308,"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate",Positive
309,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N",Neutral
310,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.",Positive
311,RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdM…,Negative
312,RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…,Negative
313,#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy,Positive
314,"RT @TheJimHughes: There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GO…",Negative
315,"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate",Positive
316,RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be …,Negative
317,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://…",Negative
318,RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …,Negative
319,"RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHy…",Negative
320,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,Neutral
321,RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate,Neutral
322,"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB",Neutral
323,"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF",Negative
324,RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) htt…,Neutral
325,"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate",Negative
326,"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate",Negative
327,RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning,Negative
328,RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate h…,Negative
329,@megynkelly you disgraced yourself last night... #GOPDebate,Negative
330,RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.,Negative
331,"#Fallon to Jon #Stewart: ""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",Positive
332,"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't b…",Neutral
333,RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate,Negative
